Filename,Material,Thickness,Energy,Displacements,Energydeposit
si-842-1330-96,si,842,1330,1464254.535637809,1469171.6329277745
cdteneutron-1800-230-96,cdteneutron,1800,230,8547.638256277689,11690.52575270569
cdteneutron-1500-980-96,cdteneutron,1500,980,7927.818552195567,48365.879448933854
si-726-1280-96,si,726,1280,1543552.7565348544,1529029.7774453354
cdteneutron-1000-580-96,cdteneutron,1000,580,6629.167452397799,25065.311261717998
cdte-1400-1330-96,cdte,1400,1330,1314690.9558848431,962470.6780685341
cdte-1800-230-96,cdte,1800,230,14014.37348627769,1450569.8715003177
cdteneutron-1100-830-96,cdteneutron,1100,830,6649.803300760622,54929.24495656441
cdteneutron-1900-830-96,cdteneutron,1900,830,8942.668424641557,49276.725136871355
si-494-530-96,si,494,530,2007902.3663031883,1749392.6692046176
si-436-780-96,si,436,780,1956582.7634764584,1798111.00268066
cdte-1900-1230-96,cdte,1900,1230,1446873.8035846415,888693.5330205916
cdteneutron-1200-30-96,cdteneutron,1200,30,6757.412838619759,9678.04501631776
si-726-680-96,si,726,680,1811510.6407348544,1502042.4931508894
si-784-330-96,si,784,330,344039.331011079,1967015.599039867
cdteneutron-1500-480-96,cdteneutron,1500,480,13437.530802195566,46676.42175595633
si-784-730-96,si,784,730,1692828.2678110786,1448452.320867777
cdte-1000-530-96,cdte,1000,530,29751.584822397796,1188467.1998178747
cdte-1000-1180-96,cdte,1000,1180,2109527.6211223984,1060594.7902206767
si-784-480-96,si,784,480,875918.5548110789,1533498.6634156017
si-610-130-96,si,610,130,1233.880881395333,1562916.8766212184
si-436-430-96,si,436,430,202984.16037645872,1910857.032389869
cdteneutron-1600-730-96,cdteneutron,1600,730,8147.9247705586695,60541.34411449776
cdte-2000-580-96,cdte,2000,580,31733.493803004636,1074023.9429668547
cdte-1300-530-96,cdte,1300,530,30359.181446479022,1158142.7686290832
cdteneutron-1100-1230-96,cdteneutron,1100,1230,6838.247140760622,42885.083065074614
cdte-2000-1330-96,cdte,2000,1330,1123663.0361930046,882211.4815430157
cdteneutron-1400-1180-96,cdteneutron,1400,1180,7242.874644843127,36349.84018541713
cdte-1000-330-96,cdte,1000,330,26578.8472223978,1245156.0772546376
si-378-1330-96,si,378,1330,1867316.3672497289,1910296.690791533
cdteneutron-1400-680-96,cdteneutron,1400,680,7368.063944843127,42500.95417833413
cdte-1800-780-96,cdte,1800,780,29330.91108627769,971977.4913272879
cdte-1400-230-96,cdte,1400,230,17049.393054843124,1486192.7543479332
cdte-1900-30-96,cdte,1900,30,3839.745394641557,45926.94539464155
si-668-30-96,si,668,30,1351.043808125087,120965.0438081251
cdte-1700-1130-96,cdte,1700,1130,2133229.2748989263,922784.4832281728
si-668-680-96,si,668,680,1892975.3127081252,1562223.7493975793
cdteneutron-1600-680-96,cdteneutron,1600,680,8384.62479055867,42122.31995324378
si-668-1080-96,si,668,1080,1612692.033608125,1554136.4670260248
si-378-80-96,si,378,80,765.2292497288383,11319.227530728836
si-320-380-96,si,320,380,367194.5395982517,2071178.2233390703
cdteneutron-1800-830-96,cdteneutron,1800,830,8786.605716277689,50098.12024690238
si-552-530-96,si,552,530,2087510.7730546654,1693647.9352259503
cdte-1900-330-96,cdte,1900,330,24901.354594641558,1194869.2137178117
cdteneutron-1600-1330-96,cdteneutron,1600,1330,8243.939150558668,42003.68533737156
cdte-1400-830-96,cdte,1400,830,184967.58205484314,992541.7239314731
cdte-1600-1130-96,cdte,1600,1130,2204375.250370559,931332.6247770386
cdteneutron-1900-780-96,cdteneutron,1900,780,9050.996454641558,36738.03122196156
si-726-30-96,si,726,30,1468.2067348543985,111537.20673485442
cdteneutron-1300-480-96,cdteneutron,1300,480,12779.31450647902,28395.369952506015
cdte-1300-1030-96,cdte,1300,1030,2255319.6519464785,987076.0011946461
cdteneutron-2000-1080-96,cdteneutron,2000,1080,9218.310053004634,61650.52961628883
cdteneutron-1300-530-96,cdteneutron,1300,530,13187.461806479016,34037.78864685042
cdte-1300-780-96,cdte,1300,780,28740.59254647902,1019220.5124215841
cdte-1400-330-96,cdte,1400,330,26747.059354843124,1218128.5405707431
si-378-480-96,si,378,480,607006.3537497289,1911795.3579782161
cdteneutron-1400-1030-96,cdteneutron,1400,1030,7579.821014843126,41838.91508814063
cdteneutron-1500-530-96,cdteneutron,1500,530,14013.252702195565,51917.69208844257
si-378-630-96,si,378,630,2065561.700949729,1867781.8924032536
cdte-1000-180-96,cdte,1000,180,2021.700322397799,1967675.8467105147
cdte-1300-380-96,cdte,1300,380,32973.37224647902,1247707.1300578688
cdteneutron-1700-630-96,cdteneutron,1700,630,8440.760108925731,35926.71136639673
cdteneutron-1000-30-96,cdteneutron,1000,30,18473.9074223978,19936.7783904278
cdteneutron-1600-1280-96,cdteneutron,1600,1280,8294.06290055867,43024.595610679666
si-784-1080-96,si,784,1080,1516078.780711079,1459735.4023081872
cdteneutron-1100-1080-96,cdteneutron,1100,1080,6680.139410760622,37909.65315608487
cdteneutron-1900-380-96,cdteneutron,1900,380,10156.419094641558,26705.669597217162
si-610-630-96,si,610,630,1994967.7285813952,1611349.9896274677
si-784-1230-96,si,784,1230,1489357.061011079,1495096.145428636
si-436-880-96,si,436,880,1895508.859076459,1774264.1461594754
cdteneutron-1100-730-96,cdteneutron,1100,730,6636.934550760623,73910.83390963652
si-494-1080-96,si,494,1080,1756043.7934031885,1705572.030436605
cdteneutron-1900-430-96,cdteneutron,1900,430,14553.943164641558,47164.73995170424
cdte-1200-780-96,cdte,1200,780,29783.182488619757,1031128.7421326197
si-436-630-96,si,436,630,2075051.2376764587,1809790.4301217773
si-436-180-96,si,436,180,882.3921764587591,1118560.381456823
cdte-1700-30-96,cdte,1700,30,3435.7354789257324,50471.93547892573
cdte-1400-1080-96,cdte,1400,1080,2297642.891754843,960497.3276091042
cdteneutron-1900-980-96,cdteneutron,1900,980,8840.033604641558,58064.50493130227
cdte-1700-780-96,cdte,1700,780,29524.504978925735,979025.4511503481
cdteneutron-1100-180-96,cdteneutron,1100,180,7043.595070760623,8892.96451496062
si-378-230-96,si,378,230,1862.9972497288381,884761.5818950247
cdteneutron-1400-330-96,cdteneutron,1400,330,7479.105734843128,24236.18644530922
cdte-1700-1230-96,cdte,1700,1230,1544235.999538926,914184.7625259357
cdteneutron-1700-480-96,cdteneutron,1700,480,14070.16131892573,50702.98974171554
si-900-80-96,si,900,80,1819.6953645391893,17591.418859249192
cdteneutron-1600-1230-96,cdteneutron,1600,1230,8294.06290055867,43024.119122065655
si-726-780-96,si,726,780,1692638.3717348545,1493641.841243364
cdte-2000-1030-96,cdte,2000,1030,2121287.688203004,911321.1371981945
cdteneutron-1200-280-96,cdteneutron,1200,280,10140.509548619759,14764.707857089259
cdte-1500-180-96,cdte,1500,180,3031.7252621955654,1896912.2542796184
cdte-1200-930-96,cdte,1200,930,2321460.5383886197,1012455.1372857196
cdteneutron-1600-930-96,cdteneutron,1600,930,8369.653510558672,49707.04572655886
cdteneutron-1500-930-96,cdteneutron,1500,930,7942.861662195566,49594.940086735754
cdteneutron-1500-780-96,cdteneutron,1500,780,7796.629422195566,48781.80470988157
cdte-1700-930-96,cdte,1700,930,2283663.278178926,940154.5705324998
cdte-1700-580-96,cdte,1700,580,34210.98747892574,1084367.5889269959
cdteneutron-1900-880-96,cdteneutron,1900,880,8771.498804641558,57935.045983855984
cdteneutron-1000-180-96,cdteneutron,1000,180,6662.4828323978,8583.5127184978
cdteneutron-1000-1180-96,cdteneutron,1000,1180,6614.0555323978,39035.9412214655
cdteneutron-1500-1180-96,cdteneutron,1500,1180,7699.979172195566,39152.82635962066
