Filename,Material,Thickness,Energy,Fluence1,Fluence1 error (%),Fluence2,Fluence2 error (%)
cdteneutron-1900-30,cdteneutron,1900,30,0.000000,0.000000,0.2107264,35.46781
cdteneutron-1900-330,cdteneutron,1900,330,0.000000,0.000000,0.1033576,68.50085
cdteneutron-1900-380,cdteneutron,1900,380,0.000000,0.000000,0.1932617,40.71690
cdteneutron-1900-430,cdteneutron,1900,430,0.000000,0.000000,0.2747416,47.78056
cdteneutron-1900-480,cdteneutron,1900,480,0.000000,0.000000,0.2746745,37.20919
cdteneutron-1900-530,cdteneutron,1900,530,0.000000,0.000000,0.2923308,33.52919
cdteneutron-1900-580,cdteneutron,1900,580,0.000000,0.000000,0.3154934,26.71312
cdteneutron-1900-630,cdteneutron,1900,630,0.000000,0.000000,0.3396825,32.87736
cdteneutron-1900-680,cdteneutron,1900,680,0.000000,0.000000,0.4901676,19.47029
cdteneutron-1900-730,cdteneutron,1900,730,0.000000,0.000000,0.5177038,24.61341
cdteneutron-1900-780,cdteneutron,1900,780,0.000000,0.000000,0.6501160,21.44328
cdteneutron-1900-80,cdteneutron,1900,80,0.000000,0.000000,1.3363436E-02,99.00000
cdteneutron-1900-830,cdteneutron,1900,830,0.000000,0.000000,0.7633488,14.52617
cdteneutron-1900-880,cdteneutron,1900,880,0.000000,0.000000,0.9150379,16.67562
cdteneutron-1900-930,cdteneutron,1900,930,0.000000,0.000000,0.8769962,20.99053
cdteneutron-1900-980,cdteneutron,1900,980,0.000000,0.000000,0.8371870,14.69416
cdteneutron-2000-1030,cdteneutron,2000,1030,0.000000,0.000000,0.7837797,18.58181
cdteneutron-2000-1080,cdteneutron,2000,1080,0.000000,0.000000,0.9078194,14.38223
cdteneutron-2000-1130,cdteneutron,2000,1130,0.000000,0.000000,0.9233344,16.03353
cdteneutron-2000-1180,cdteneutron,2000,1180,0.000000,0.000000,0.9614709,16.28345
cdteneutron-2000-1230,cdteneutron,2000,1230,0.000000,0.000000,1.224147,23.13071
cdteneutron-2000-1280,cdteneutron,2000,1280,0.000000,0.000000,1.224147,23.13071
cdteneutron-2000-130,cdteneutron,2000,130,0.000000,0.000000,1.4518123E-02,99.00000
cdteneutron-2000-1330,cdteneutron,2000,1330,0.000000,0.000000,1.041214,25.75783
cdteneutron-2000-180,cdteneutron,2000,180,0.000000,0.000000,0.1254595,51.40643
cdteneutron-2000-230,cdteneutron,2000,230,0.000000,0.000000,0.1483012,47.73386
cdteneutron-2000-280,cdteneutron,2000,280,0.000000,0.000000,0.1752157,25.54005
cdteneutron-2000-30,cdteneutron,2000,30,0.000000,0.000000,0.1964149,53.09967
cdteneutron-2000-330,cdteneutron,2000,330,0.000000,0.000000,0.2204449,22.96635
cdteneutron-2000-380,cdteneutron,2000,380,0.000000,0.000000,0.2664546,25.33105
cdteneutron-2000-430,cdteneutron,2000,430,0.000000,0.000000,0.3713202,12.34763
cdteneutron-2000-480,cdteneutron,2000,480,0.000000,0.000000,0.3728575,11.01490
cdteneutron-2000-530,cdteneutron,2000,530,0.000000,0.000000,0.4488701,28.68789
cdteneutron-2000-580,cdteneutron,2000,580,0.000000,0.000000,0.3873852,21.62574
cdteneutron-2000-630,cdteneutron,2000,630,0.000000,0.000000,0.4781584,21.92124
cdteneutron-2000-680,cdteneutron,2000,680,0.000000,0.000000,0.4994795,17.79204
cdteneutron-2000-730,cdteneutron,2000,730,0.000000,0.000000,0.5494738,19.21826
cdteneutron-2000-780,cdteneutron,2000,780,0.000000,0.000000,0.5171197,20.17218
cdteneutron-2000-80,cdteneutron,2000,80,0.000000,0.000000,0.2636514,34.59653
cdteneutron-2000-830,cdteneutron,2000,830,0.000000,0.000000,0.6696786,17.36205
cdteneutron-2000-880,cdteneutron,2000,880,0.000000,0.000000,0.9143209,13.32529
cdteneutron-2000-930,cdteneutron,2000,930,0.000000,0.000000,0.7987055,6.274338
cdteneutron-2000-980,cdteneutron,2000,980,0.000000,0.000000,0.7030854,16.70432
si-320-1030,si,320,1030,6666.644,4.4734776E-04,6644.939,8.5757645E-03
si-320-1080,si,320,1080,6666.626,2.4103379E-04,6645.691,1.3458291E-02
si-320-1130,si,320,1130,6666.671,2.2895774E-04,6645.522,1.0274241E-02
si-320-1180,si,320,1180,6666.617,0.000000,6646.209,6.4557148E-03
si-320-1230,si,320,1230,6666.630,0.000000,6648.412,1.3917695E-02
si-320-1280,si,320,1280,6666.647,1.6224403E-04,6647.722,9.9190837E-03
si-320-130,si,320,130,6667.020,6.1215498E-03,6605.894,1.8359860E-02
si-320-1330,si,320,1330,6666.601,0.000000,6647.563,6.4014653E-03
si-320-180,si,320,180,6667.704,1.5873907E-02,6617.479,6.0377428E-03
si-320-230,si,320,230,6668.558,2.9250037E-02,6621.463,1.4541387E-02
si-320-280,si,320,280,6668.107,1.9518923E-02,6625.873,1.1339018E-02
si-320-30,si,320,30,0.000000,0.000000,0.000000,0.000000
si-320-330,si,320,330,6666.826,3.9910572E-03,6628.290,6.8322551E-03
si-320-380,si,320,380,6667.095,5.8326712E-03,6629.127,1.1047882E-02
si-320-430,si,320,430,6666.756,1.0546451E-03,6632.355,8.2878433E-03
si-320-480,si,320,480,6666.742,8.7955757E-04,6634.983,2.0070851E-02
si-320-530,si,320,530,6666.667,5.4912828E-04,6636.538,1.4532273E-02
si-320-580,si,320,580,6666.680,5.3725514E-04,6639.289,1.3886330E-02
si-320-630,si,320,630,6666.691,4.6211708E-04,6639.037,9.5479134E-03
si-320-680,si,320,680,6666.685,3.8685428E-04,6641.072,9.1076549E-03
si-320-730,si,320,730,6666.695,1.1134153E-03,6641.013,1.7319703E-03
si-320-780,si,320,780,6666.651,1.8324346E-04,6642.473,1.2383258E-02
si-320-80,si,320,80,6666.764,1.4651448E-03,6579.336,2.4938840E-02
si-320-830,si,320,830,6666.617,1.5592853E-04,6642.393,8.3266841E-03
si-320-880,si,320,880,6666.678,3.6929522E-04,6643.007,5.6185699E-03
si-320-930,si,320,930,6666.658,2.2718142E-04,6643.422,7.8759119E-03
si-320-980,si,320,980,6666.654,2.7935317E-04,6644.178,5.3942958E-03
si-378-1030,si,378,1030,6666.632,3.7833542E-04,6638.952,7.4918214E-03
si-378-1080,si,378,1080,6666.611,0.000000,6639.794,1.1945655E-02
si-378-1130,si,378,1130,6666.655,3.1033665E-04,6640.759,7.4763061E-03
si-378-1180,si,378,1180,6666.626,1.7654173E-04,6641.340,8.0970572E-03
si-378-1230,si,378,1230,6666.627,0.000000,6642.045,8.3117466E-03
si-378-1280,si,378,1280,6666.633,0.000000,6642.207,5.8056647E-03
si-378-130,si,378,130,6667.037,6.0591488E-03,6593.180,1.1924051E-02
si-378-1330,si,378,1330,6666.600,0.000000,6643.007,1.0075890E-02
si-378-180,si,378,180,6667.716,1.5694117E-02,6603.996,1.2377623E-02
si-378-230,si,378,230,6668.587,2.9136138E-02,6610.367,1.0990020E-02
si-378-280,si,378,280,6668.128,1.9488284E-02,6614.308,8.8405730E-03
si-378-30,si,378,30,0.000000,0.000000,0.000000,0.000000
si-378-330,si,378,330,6666.826,3.9907959E-03,6619.911,1.0297919E-02
si-378-380,si,378,380,6667.122,7.6488592E-03,6621.733,1.0629132E-02
si-378-430,si,378,430,6666.756,1.1261771E-03,6624.813,1.1604289E-02
si-378-480,si,378,480,6666.755,1.3293256E-03,6627.118,6.6629676E-03
si-378-530,si,378,530,6666.667,5.3655240E-04,6628.119,6.3227150E-03
si-378-580,si,378,580,6666.679,5.3782557E-04,6630.775,1.1819826E-02
si-378-630,si,378,630,6666.665,3.5591389E-04,6632.392,1.7195480E-02
si-378-680,si,378,680,6666.646,3.9105740E-04,6633.891,1.4335598E-02
si-378-730,si,378,730,6666.620,3.4574533E-04,6634.689,9.4107166E-03
si-378-780,si,378,780,6666.638,3.1218884E-04,6634.358,6.4340653E-03
si-378-80,si,378,80,6666.780,1.6862967E-03,6561.622,1.0640381E-02
si-378-830,si,378,830,6666.635,4.3303112E-04,6636.087,1.0396441E-02
si-378-880,si,378,880,6666.659,1.2052013E-04,6637.865,4.9732807E-03
si-378-930,si,378,930,6666.643,0.000000,6637.977,1.2264657E-02
si-378-980,si,378,980,6666.637,0.000000,6637.854,9.4519891E-03
si-436-1030,si,436,1030,6666.618,2.2879176E-04,6634.237,1.2210767E-02
si-436-1080,si,436,1080,6666.599,2.2153035E-04,6635.706,1.2149102E-02
si-436-1130,si,436,1130,6666.656,0.000000,6635.864,1.0301960E-02
si-436-1180,si,436,1180,6666.615,0.000000,6636.086,7.4033248E-03
si-436-1230,si,436,1230,6666.640,1.7576902E-04,6637.040,1.3160625E-02
si-436-1280,si,436,1280,6666.646,1.8730082E-04,6637.654,9.1767218E-03
si-436-130,si,436,130,6667.063,5.9612696E-03,6581.457,1.1251439E-02
si-436-1330,si,436,1330,6666.613,1.7619769E-04,6638.327,6.9643212E-03
si-436-180,si,436,180,6667.716,1.5694117E-02,6593.633,9.6256016E-03
si-436-230,si,436,230,6668.574,2.9186537E-02,6600.480,2.0549292E-02
si-436-280,si,436,280,6668.153,1.9373788E-02,6604.514,1.1233652E-02
si-436-30,si,436,30,0.000000,0.000000,0.000000,0.000000
si-436-330,si,436,330,6666.849,3.9505037E-03,6611.324,2.1085471E-02
si-436-380,si,436,380,6666.734,1.8425697E-03,6612.020,8.9081787E-03
si-436-430,si,436,430,6666.759,1.0390849E-03,6615.603,1.3113422E-02
si-436-480,si,436,480,6666.755,1.3293256E-03,6619.214,8.4698992E-03
si-436-530,si,436,530,6666.660,5.5931625E-04,6621.547,2.8277159E-02
si-436-580,si,436,580,6666.679,5.3737190E-04,6624.278,7.8714481E-03
si-436-630,si,436,630,6666.665,3.5591389E-04,6625.166,8.2328701E-03
si-436-680,si,436,680,6666.639,0.000000,6626.650,8.9953141E-03
si-436-730,si,436,730,6666.621,3.4652272E-04,6628.362,1.6200446E-02
si-436-780,si,436,780,6666.671,4.8479057E-04,6629.367,6.3969172E-03
si-436-80,si,436,80,6666.780,1.6862967E-03,6541.524,9.0008276E-03
si-436-830,si,436,830,6666.638,4.2520947E-04,6629.234,1.3671409E-02
si-436-880,si,436,880,6666.659,1.2052013E-04,6631.377,8.5882992E-03
si-436-930,si,436,930,6666.641,1.0144219E-04,6632.842,1.1655258E-02
si-436-980,si,436,980,6666.623,1.6596455E-04,6633.535,1.1727574E-02
si-494-1030,si,494,1030,6666.617,2.2415945E-04,6627.860,9.0397783E-03
si-494-1080,si,494,1080,6666.611,3.5477409E-04,6629.733,1.6172895E-02
si-494-1130,si,494,1130,6666.644,2.1627113E-04,6631.060,1.0103920E-02
si-494-1180,si,494,1180,6666.615,0.000000,6631.362,7.2398898E-03
si-494-1230,si,494,1230,6666.627,0.000000,6633.248,7.3775309E-03
si-494-1280,si,494,1280,6666.633,0.000000,6633.136,1.5870761E-02
si-494-130,si,494,130,6667.039,5.8105150E-03,6567.703,3.0832250E-02
si-494-1330,si,494,1330,6666.603,0.000000,6634.255,9.5433416E-03
si-494-180,si,494,180,6667.716,1.5694117E-02,6582.012,1.0135723E-02
si-494-230,si,494,230,6668.576,2.9179372E-02,6590.394,1.7098410E-02
si-494-280,si,494,280,6668.136,1.9438546E-02,6594.877,4.3893200E-03
si-494-30,si,494,30,0.000000,0.000000,0.000000,0.000000
si-494-330,si,494,330,6667.502,1.4085710E-02,6601.983,1.3307552E-02
si-494-380,si,494,380,6666.736,1.8730230E-03,6604.002,1.8981852E-02
si-494-430,si,494,430,6666.788,1.8587172E-03,6607.530,1.0882018E-02
si-494-480,si,494,480,6666.702,7.6241628E-04,6609.689,4.5368890E-03
si-494-530,si,494,530,6666.646,6.5292313E-04,6613.298,1.0310306E-02
si-494-580,si,494,580,6666.709,9.7478693E-04,6617.423,1.6276136E-02
si-494-630,si,494,630,6666.665,3.5591389E-04,6618.504,6.4913677E-03
si-494-680,si,494,680,6666.659,2.8589019E-04,6618.504,1.5016743E-02
si-494-730,si,494,730,6666.620,3.2516284E-04,6621.670,9.9142985E-03
si-494-780,si,494,780,6666.671,4.8557931E-04,6622.844,1.0646123E-02
si-494-80,si,494,80,6666.802,1.6136159E-03,6521.545,1.3222768E-02
si-494-830,si,494,830,6666.604,2.8427027E-04,6624.425,1.0712377E-02
si-494-880,si,494,880,6666.650,0.000000,6625.734,2.2676295E-02
si-494-930,si,494,930,6666.717,1.2576404E-03,6626.094,2.2974696E-02
si-494-980,si,494,980,6666.638,0.000000,6627.886,1.3643904E-02
si-552-1030,si,552,1030,6666.612,2.0028774E-04,6622.528,1.4787013E-02
si-552-1080,si,552,1080,6666.598,2.1655712E-04,6624.106,1.6400257E-02
si-552-1130,si,552,1130,6666.644,2.1567261E-04,6625.424,6.9543743E-03
si-552-1180,si,552,1180,6666.615,0.000000,6627.058,1.1927898E-02
si-552-1230,si,552,1230,6666.627,0.000000,6627.512,8.6883968E-03
si-552-1280,si,552,1280,6666.633,0.000000,6627.822,1.2512793E-02
si-552-130,si,552,130,6667.065,5.9841499E-03,6552.900,9.1885086E-03
si-552-1330,si,552,1330,6666.612,1.8253161E-04,6629.553,1.8937349E-02
si-552-180,si,552,180,6667.708,1.5469317E-02,6570.870,1.2910610E-02
si-552-230,si,552,230,6668.576,2.8931106E-02,6581.562,1.1585671E-02
si-552-280,si,552,280,6668.129,1.9466899E-02,6585.650,1.0566605E-02
si-552-30,si,552,30,0.000000,0.000000,0.000000,0.000000
si-552-330,si,552,330,6667.509,1.4065511E-02,6593.030,9.6570672E-03
si-552-380,si,552,380,6666.733,1.8822046E-03,6595.432,7.7916505E-03
si-552-430,si,552,430,6666.806,1.7736570E-03,6601.065,1.3018808E-02
si-552-480,si,552,480,6666.717,1.2429474E-03,6601.822,1.5546772E-02
si-552-530,si,552,530,6666.641,6.6075975E-04,6605.828,2.4657100E-02
si-552-580,si,552,580,6666.709,9.7478693E-04,6609.853,1.5507025E-02
si-552-630,si,552,630,6666.746,1.1837141E-03,6610.897,7.7657336E-03
si-552-680,si,552,680,6666.659,2.8589019E-04,6613.893,2.7134983E-02
si-552-730,si,552,730,6666.618,3.4554111E-04,6614.895,1.3210567E-02
si-552-780,si,552,780,6666.674,4.7640229E-04,6616.540,1.9948972E-02
si-552-80,si,552,80,6666.819,1.7979895E-03,6503.709,2.3947181E-02
si-552-830,si,552,830,6666.596,2.1578721E-04,6617.451,4.4686957E-03
si-552-880,si,552,880,6666.659,1.1997556E-04,6618.752,1.4374736E-02
si-552-930,si,552,930,6666.641,1.0144219E-04,6619.655,1.4489964E-02
si-552-980,si,552,980,6666.636,1.0263882E-04,6622.407,1.0604792E-02
si-610-1030,si,610,1030,6666.636,4.5064694E-04,6618.447,1.6739329E-02
si-610-1080,si,610,1080,6666.594,2.0036973E-04,6619.095,9.5752040E-03
si-610-1130,si,610,1130,6666.655,0.000000,6620.725,1.1638237E-02
si-610-1180,si,610,1180,6666.615,0.000000,6620.996,1.1095153E-02
si-610-1230,si,610,1230,6666.627,0.000000,6622.647,1.6551461E-02
si-610-1280,si,610,1280,6666.618,2.0017012E-04,6622.438,1.2596342E-02
si-610-130,si,610,130,6667.048,6.0608969E-03,6539.417,1.7028604E-02
si-610-1330,si,610,1330,6666.602,0.000000,6625.335,1.8700268E-02
si-610-180,si,610,180,6667.708,1.5469317E-02,6558.483,1.4819596E-02
si-610-230,si,610,230,6668.581,2.9162431E-02,6569.364,1.2145126E-02
si-610-280,si,610,280,6668.163,1.9315088E-02,6577.098,9.5231831E-03
si-610-30,si,610,30,0.000000,0.000000,0.000000,0.000000
si-610-330,si,610,330,6667.502,1.4135709E-02,6584.140,2.1320784E-02
si-610-380,si,610,380,6666.707,1.7364366E-03,6586.747,1.3799124E-02
si-610-430,si,610,430,6666.785,1.8751449E-03,6591.076,6.0716681E-03
si-610-480,si,610,480,6666.729,1.4446069E-03,6594.390,1.5447516E-02
si-610-530,si,610,530,6666.654,5.7765684E-04,6596.858,1.1257587E-02
si-610-580,si,610,580,6666.694,1.0349927E-03,6601.938,1.6856113E-02
si-610-630,si,610,630,6666.629,1.7406890E-04,6603.261,1.0239116E-02
si-610-680,si,610,680,6666.664,3.5931010E-04,6606.920,2.1523206E-02
si-610-730,si,610,730,6666.672,8.9467067E-04,6608.738,5.8591696E-03
si-610-780,si,610,780,6666.721,8.9442194E-04,6610.504,1.3593403E-02
si-610-80,si,610,80,6666.814,1.8392382E-03,6484.177,2.0070508E-02
si-610-830,si,610,830,6666.596,2.1578721E-04,6611.530,1.3236213E-02
si-610-880,si,610,880,6666.659,1.1997556E-04,6612.360,1.1049529E-02
si-610-930,si,610,930,6666.641,1.0144219E-04,6614.604,1.2714501E-02
si-610-980,si,610,980,6666.636,1.0263882E-04,6615.011,1.8386154E-02
si-668-1030,si,668,1030,6666.641,4.4987950E-04,6611.769,1.5938345E-02
si-668-1080,si,668,1080,6666.598,2.1655712E-04,6613.096,1.9401209E-02
si-668-1130,si,668,1130,6666.644,2.1567261E-04,6615.908,2.1626359E-02
si-668-1180,si,668,1180,6666.615,0.000000,6616.456,2.2127118E-02
si-668-1230,si,668,1230,6666.627,0.000000,6615.804,1.3539118E-02
si-668-1280,si,668,1280,6666.631,3.0949534E-04,6617.416,7.0661772E-03
si-668-130,si,668,130,6667.048,6.0608969E-03,6525.924,1.7713234E-02
si-668-1330,si,668,1330,6666.586,2.0071340E-04,6619.863,9.3418034E-03
si-668-180,si,668,180,6667.722,1.5683500E-02,6546.236,5.5714045E-03
si-668-230,si,668,230,6668.581,2.9162431E-02,6559.325,1.5381483E-02
si-668-280,si,668,280,6668.149,1.9265559E-02,6566.731,1.4615121E-02
si-668-30,si,668,30,0.000000,0.000000,0.000000,0.000000
si-668-330,si,668,330,6667.516,1.0004751E-02,6574.192,1.3706699E-02
si-668-380,si,668,380,6666.720,1.6827666E-03,6578.541,1.4854652E-02
si-668-430,si,668,430,6667.036,3.7307672E-03,6583.974,1.9923816E-02
si-668-480,si,668,480,6666.742,8.2783727E-04,6587.781,1.4875275E-02
si-668-530,si,668,530,6666.667,5.4912764E-04,6589.520,1.5768541E-02
si-668-580,si,668,580,6666.721,9.1063685E-04,6593.371,1.2127343E-02
si-668-630,si,668,630,6666.641,0.000000,6596.335,5.7224291E-03
si-668-680,si,668,680,6666.639,0.000000,6600.200,1.5496493E-02
si-668-730,si,668,730,6666.616,0.000000,6601.316,1.5598194E-02
si-668-780,si,668,780,6666.660,3.3852702E-04,6603.051,1.5310917E-02
si-668-80,si,668,80,6666.768,1.7418124E-03,6464.206,2.3024771E-02
si-668-830,si,668,830,6666.603,2.8107653E-04,6606.597,1.3235152E-02
si-668-880,si,668,880,6666.646,0.000000,6607.351,1.8019253E-02
si-668-930,si,668,930,6666.672,5.8051368E-04,6608.593,7.1738730E-03
si-668-980,si,668,980,6666.636,1.0468203E-04,6609.841,6.7815483E-03
si-726-1030,si,726,1030,6666.623,5.1108946E-04,6606.256,9.3360068E-03
si-726-1080,si,726,1080,6666.616,4.2388466E-04,6607.972,1.9931454E-02
si-726-1130,si,726,1130,6666.644,2.1626955E-04,6609.250,1.1805647E-02
si-726-1180,si,726,1180,6666.617,0.000000,6610.731,1.4318738E-02
si-726-1230,si,726,1230,6666.627,0.000000,6611.052,1.7750192E-02
si-726-1280,si,726,1280,6666.629,2.8867717E-04,6612.874,1.5496602E-02
si-726-130,si,726,130,6667.089,5.9038927E-03,6513.968,2.5505185E-02
si-726-1330,si,726,1330,6666.588,2.0882487E-04,6614.905,1.8232392E-02
si-726-180,si,726,180,6667.705,1.5750622E-02,6533.433,1.2738550E-02
si-726-230,si,726,230,6668.613,2.9040962E-02,6548.139,1.7401993E-02
si-726-280,si,726,280,6668.152,1.9254599E-02,6558.515,1.4545926E-02
si-726-30,si,726,30,0.000000,0.000000,0.000000,0.000000
si-726-330,si,726,330,6667.516,1.0000275E-02,6564.527,2.0466784E-02
si-726-380,si,726,380,6666.720,1.6827666E-03,6568.696,1.1134879E-02
si-726-430,si,726,430,6666.999,4.6184012E-03,6576.095,1.2760787E-02
si-726-480,si,726,480,6666.729,1.1776447E-03,6579.918,1.9389721E-02
si-726-530,si,726,530,6666.667,5.4912764E-04,6583.559,6.5808301E-03
si-726-580,si,726,580,6666.721,9.1063685E-04,6587.285,1.2708500E-02
si-726-630,si,726,630,6666.664,3.5976165E-04,6588.395,5.6221830E-03
si-726-680,si,726,680,6666.638,0.000000,6591.706,7.5249611E-03
si-726-730,si,726,730,6666.614,0.000000,6594.447,1.6200097E-02
si-726-780,si,726,780,6666.639,0.000000,6597.405,1.9992877E-02
si-726-80,si,726,80,6666.780,1.4292308E-03,6445.570,2.5015075E-02
si-726-830,si,726,830,6666.603,2.8107653E-04,6600.566,1.3646455E-02
si-726-880,si,726,880,6666.650,0.000000,6600.076,1.8976346E-02
si-726-930,si,726,930,6666.690,8.1466744E-04,6603.946,1.0715377E-02
si-726-980,si,726,980,6666.633,1.0942272E-04,6605.480,2.2287197E-02
si-784-1030,si,784,1030,6666.628,5.0502061E-04,6600.028,1.7596785E-02
si-784-1080,si,784,1080,6666.597,2.1004448E-04,6603.439,1.9573869E-02
si-784-1130,si,784,1130,6666.642,2.0741961E-04,6604.465,1.1882264E-02
si-784-1180,si,784,1180,6666.631,2.5147112E-04,6606.048,2.1610165E-02
si-784-1230,si,784,1230,6666.641,2.0776629E-04,6606.248,2.1257587E-02
si-784-1280,si,784,1280,5555.524,20.00000,5506.822,20.00000
si-784-130,si,784,130,6667.089,5.9038927E-03,6500.464,1.6522583E-02
si-784-1330,si,784,1330,3703.659,31.62278,3672.446,31.62278
si-784-180,si,784,180,4762.646,25.81989,4659.151,25.81989
si-784-230,si,784,230,4167.883,29.27702,4085.743,29.27701
si-784-280,si,784,280,6667.955,1.9513043E-02,6546.608,2.5170539E-02
si-784-30,si,784,30,0.000000,0.000000,0.000000,0.000000
si-784-330,si,784,330,6667.516,1.0000275E-02,6554.825,2.1517208E-02
si-784-380,si,784,380,6666.733,1.8469589E-03,6559.443,1.5555318E-02
si-784-430,si,784,430,6666.999,5.7400586E-03,6566.081,1.6215853E-02
si-784-480,si,784,480,6666.755,1.3304953E-03,6571.333,2.0741027E-02
si-784-530,si,784,530,6666.662,5.6861370E-04,6575.680,1.2517583E-02
si-784-580,si,784,580,6666.708,7.1163860E-04,6580.061,2.5401840E-02
si-784-630,si,784,630,6666.664,3.5976165E-04,6583.055,1.4578407E-02
si-784-680,si,784,680,6666.626,2.0579550E-04,6587.780,1.3507369E-02
si-784-730,si,784,730,6666.616,0.000000,6589.023,1.8940996E-02
si-784-780,si,784,780,6666.639,0.000000,6590.545,1.1038098E-02
si-784-80,si,784,80,6666.780,1.4292308E-03,6425.666,2.8977931E-02
si-784-830,si,784,830,6666.593,1.9948096E-04,6594.057,1.1984329E-02
si-784-880,si,784,880,6666.635,2.0114382E-04,6594.244,1.7780321E-02
si-784-930,si,784,930,6666.720,1.2524648E-03,6596.103,1.5011597E-02
si-784-980,si,784,980,6666.688,5.7325471E-04,6598.301,1.0845996E-02
si-842-1030,si,842,1030,6666.636,4.5316169E-04,6594.508,1.2679235E-02
si-842-1080,si,842,1080,6666.583,2.2815343E-04,6597.936,1.7104426E-02
si-842-1130,si,842,1130,6666.654,0.000000,6599.290,1.1507948E-02
si-842-1180,si,842,1180,6666.603,1.5258341E-04,6600.403,1.8984413E-02
si-842-1230,si,842,1230,6666.627,0.000000,6601.557,1.3858929E-02
si-842-1280,si,842,1280,6666.616,1.9429770E-04,6603.877,1.4089938E-02
si-842-130,si,842,130,6667.089,5.9038927E-03,6487.850,1.5477798E-02
si-842-1330,si,842,1330,6666.573,2.4600394E-04,6605.123,1.7776344E-02
si-842-180,si,842,180,6667.719,1.5695797E-02,6511.215,2.2459107E-02
si-842-230,si,842,230,6668.608,2.9056989E-02,6527.202,2.4574526E-02
si-842-280,si,842,280,6667.955,1.9589311E-02,6536.898,1.9400839E-02
si-842-30,si,842,30,0.000000,0.000000,0.000000,0.000000
si-842-330,si,842,330,6667.498,1.0095235E-02,6545.959,1.7551210E-02
si-842-380,si,842,380,6666.706,1.9832517E-03,6552.367,1.4494256E-02
si-842-430,si,842,430,6666.999,5.7400586E-03,6557.411,1.9588323E-02
si-842-480,si,842,480,6666.755,1.3308797E-03,6564.529,3.1290345E-02
si-842-530,si,842,530,6666.662,5.6852493E-04,6567.112,1.0527716E-02
si-842-580,si,842,580,6666.710,7.0151396E-04,6572.692,2.5494277E-02
si-842-630,si,842,630,6666.639,0.000000,6575.836,1.2935589E-02
si-842-680,si,842,680,6666.638,0.000000,6579.672,1.3706849E-02
si-842-730,si,842,730,6666.614,0.000000,6584.131,6.1471737E-03
si-842-780,si,842,780,6666.637,0.000000,6585.525,1.1313313E-02
si-842-80,si,842,80,6666.780,2.3218545E-03,6405.900,1.4454276E-02
si-842-830,si,842,830,6666.605,2.5043872E-04,6586.959,1.7227838E-02
si-842-880,si,842,880,6666.635,2.0347702E-04,6588.985,1.4041053E-02
si-842-930,si,842,930,6666.636,0.000000,6593.862,2.9681105E-02
si-842-980,si,842,980,6666.632,0.000000,6594.495,1.8949227E-02
si-900-1030,si,900,1030,6666.621,4.7393079E-04,6589.207,1.5661692E-02
si-900-1080,si,900,1080,6666.583,2.6002046E-04,6591.141,1.3774185E-02
si-900-1130,si,900,1130,6666.654,0.000000,6594.094,1.4527302E-02
si-900-1180,si,900,1180,6666.621,1.1533783E-04,6595.036,1.6210483E-02
si-900-1230,si,900,1230,6666.628,0.000000,6595.572,1.7816875E-02
si-900-1280,si,900,1280,6666.631,3.0951516E-04,6596.780,1.1055283E-02
si-900-130,si,900,130,6667.046,6.0477462E-03,6474.949,1.3851046E-02
si-900-1330,si,900,1330,6666.573,2.4600394E-04,6599.149,8.8132136E-03
si-900-180,si,900,180,6667.719,1.5695797E-02,6500.542,1.8435424E-02
si-900-230,si,900,230,6668.622,2.9008059E-02,6515.727,3.1623289E-02
si-900-280,si,900,280,6667.955,1.9589311E-02,6527.267,2.8733009E-02
si-900-30,si,900,30,0.000000,0.000000,0.000000,0.000000
si-900-330,si,900,330,6667.498,1.0095235E-02,6538.684,1.4540847E-02
si-900-380,si,900,380,6666.733,1.8834197E-03,6543.007,8.0535552E-03
si-900-430,si,900,430,6666.962,4.9374104E-03,6549.103,1.8236883E-02
si-900-480,si,900,480,6666.743,1.3705046E-03,6556.477,1.8996079E-02
si-900-530,si,900,530,6666.662,5.6852493E-04,6559.997,6.2048123E-03
si-900-580,si,900,580,6666.724,9.0113474E-04,6566.062,2.4630666E-02
si-900-630,si,900,630,6666.639,0.000000,6569.373,1.6107908E-02
si-900-680,si,900,680,6666.625,2.0118976E-04,6573.787,6.6692475E-03
si-900-730,si,900,730,6666.670,8.3463022E-04,6576.434,2.0812802E-02
si-900-780,si,900,780,6666.636,0.000000,6577.997,2.2928346E-02
si-900-80,si,900,80,6666.793,2.2626277E-03,6387.410,1.7847691E-02
si-900-830,si,900,830,6666.595,1.6197536E-04,6582.486,1.5500371E-02
si-900-880,si,900,880,6666.649,0.000000,6586.017,1.5565619E-02
si-900-930,si,900,930,6666.727,1.2729743E-03,6587.234,9.0213139E-03
si-900-980,si,900,980,6666.648,3.1038738E-04,6587.599,1.0376467E-02
