Filename,Material,Thickness,Energy,Fluence1,Fluence1 error (%),Fluence2,Fluence2 error (%)
cdte-1000-1030,cdte,1000,1030,6666.627,3.3880782E-04,6474.708,1.4809877E-02
cdte-1000-1080,cdte,1000,1080,6666.611,0.000000,6484.727,1.5451964E-02
cdte-1000-1130,cdte,1000,1130,6666.683,2.7343200E-04,6486.856,2.2448024E-02
cdte-1000-1180,cdte,1000,1180,6666.680,7.5621094E-04,6489.945,2.2607775E-02
cdte-1000-1230,cdte,1000,1230,6666.661,5.0854118E-04,6494.171,1.7104585E-02
cdte-1000-1280,cdte,1000,1280,6666.655,3.5439010E-04,6498.529,2.1302031E-02
cdte-1000-130,cdte,1000,130,6666.737,1.5178184E-03,4117.201,9.2628054E-02
cdte-1000-1330,cdte,1000,1330,6666.624,3.1079203E-04,6502.387,2.5757806E-02
cdte-1000-180,cdte,1000,180,6666.767,1.7278950E-03,5340.236,6.4590774E-02
cdte-1000-230,cdte,1000,230,6666.866,3.0950836E-03,5830.303,6.0733490E-02
cdte-1000-280,cdte,1000,280,6666.639,1.8946803E-04,6058.633,2.3292396E-02
cdte-1000-30,cdte,1000,30,0.000000,0.000000,0.000000,0.000000
cdte-1000-330,cdte,1000,330,6666.605,0.000000,6180.867,5.7799567E-02
cdte-1000-380,cdte,1000,380,6667.040,5.7261069E-03,6256.936,3.5596833E-02
cdte-1000-430,cdte,1000,430,6666.855,3.1436416E-03,6302.984,2.7953284E-02
cdte-1000-480,cdte,1000,480,6666.683,6.3889252E-04,6344.993,3.8422532E-02
cdte-1000-530,cdte,1000,530,6666.952,3.2514133E-03,6365.907,3.2197274E-02
cdte-1000-580,cdte,1000,580,6666.767,1.3661830E-03,6386.420,2.1549830E-02
cdte-1000-630,cdte,1000,630,6666.628,2.1507742E-04,6403.842,1.4836853E-02
cdte-1000-680,cdte,1000,680,6666.627,2.1574560E-04,6416.708,2.0783350E-02
cdte-1000-730,cdte,1000,730,6666.828,3.1061675E-03,6427.542,4.7257084E-02
cdte-1000-780,cdte,1000,780,6666.667,2.6661548E-04,6441.664,1.4252434E-02
cdte-1000-80,cdte,1000,80,6666.639,7.9408375E-04,1175.402,0.3885755
cdte-1000-830,cdte,1000,830,6666.594,2.0564681E-04,6448.906,1.2627308E-02
cdte-1000-880,cdte,1000,880,6666.693,4.8898644E-04,6455.056,1.1956341E-02
cdte-1000-930,cdte,1000,930,6666.667,3.7180181E-04,6463.542,3.0166440E-02
cdte-1000-980,cdte,1000,980,6666.637,4.8026745E-04,6469.803,1.3612201E-02
cdte-1100-1030,cdte,1100,1030,6666.633,4.1571335E-04,6455.272,2.1962658E-02
cdte-1100-1080,cdte,1100,1080,6666.652,3.6047323E-04,6460.876,2.5806349E-02
cdte-1100-1130,cdte,1100,1130,6666.672,2.5706380E-04,6467.333,2.8674863E-02
cdte-1100-1180,cdte,1100,1180,6666.642,2.4280003E-04,6471.306,2.0875366E-02
cdte-1100-1230,cdte,1100,1230,6666.672,4.9442932E-04,6473.507,1.8912477E-02
cdte-1100-1280,cdte,1100,1280,6666.645,1.5897809E-04,6481.776,1.8131390E-02
cdte-1100-130,cdte,1100,130,6666.728,1.4736840E-03,3910.722,0.1185916
cdte-1100-1330,cdte,1100,1330,6666.599,0.000000,6486.631,2.3212688E-02
cdte-1100-180,cdte,1100,180,6666.761,1.8041516E-03,5219.544,7.2883181E-02
cdte-1100-230,cdte,1100,230,6666.864,3.2213146E-03,5743.829,3.2603558E-02
cdte-1100-280,cdte,1100,280,6666.647,1.1701974E-04,5997.152,6.1645027E-02
cdte-1100-30,cdte,1100,30,0.000000,0.000000,0.000000,0.000000
cdte-1100-330,cdte,1100,330,6666.605,0.000000,6133.087,4.7504522E-02
cdte-1100-380,cdte,1100,380,6667.012,5.8142557E-03,6215.753,4.7775671E-02
cdte-1100-430,cdte,1100,430,6666.875,3.0975202E-03,6268.638,8.5257061E-02
cdte-1100-480,cdte,1100,480,6666.642,0.000000,6306.774,4.5049105E-02
cdte-1100-530,cdte,1100,530,6666.952,3.2514133E-03,6335.757,3.8132008E-02
cdte-1100-580,cdte,1100,580,6666.749,1.3266122E-03,6355.876,9.8593095E-03
cdte-1100-630,cdte,1100,630,6666.639,0.000000,6373.498,4.1925523E-02
cdte-1100-680,cdte,1100,680,6666.850,3.1141564E-03,6389.000,5.5650685E-02
cdte-1100-730,cdte,1100,730,6666.921,3.1459008E-03,6402.105,2.7546583E-02
cdte-1100-780,cdte,1100,780,6666.867,3.0533865E-03,6415.999,4.7297902E-02
cdte-1100-80,cdte,1100,80,6666.639,7.9408375E-04,981.3376,0.2888493
cdte-1100-830,cdte,1100,830,6666.580,2.5134865E-04,6424.337,4.2313449E-02
cdte-1100-880,cdte,1100,880,6666.648,0.000000,6432.528,3.1729899E-02
cdte-1100-930,cdte,1100,930,6666.649,2.4095693E-04,6439.242,1.8254379E-02
cdte-1100-980,cdte,1100,980,6666.656,4.7380500E-04,6448.876,1.8455492E-02
cdte-1200-1030,cdte,1200,1030,6666.616,2.2232767E-04,6436.215,1.5872546E-02
cdte-1200-1080,cdte,1200,1080,6666.635,3.0817222E-04,6441.218,2.8897839E-02
cdte-1200-1130,cdte,1200,1130,6666.672,2.5487324E-04,6448.005,8.2154144E-03
cdte-1200-1180,cdte,1200,1180,6666.642,2.4279721E-04,6453.055,2.8289989E-02
cdte-1200-1230,cdte,1200,1230,6666.674,5.1581633E-04,6454.245,2.7849680E-02
cdte-1200-1280,cdte,1200,1280,6666.645,1.5897809E-04,6463.453,2.1506783E-02
cdte-1200-130,cdte,1200,130,6666.737,1.4554389E-03,3719.429,8.7072030E-02
cdte-1200-1330,cdte,1200,1330,6666.613,1.4798077E-04,6466.452,1.9899126E-02
cdte-1200-180,cdte,1200,180,6666.977,4.7500320E-03,5103.440,5.6359503E-02
cdte-1200-230,cdte,1200,230,6666.866,3.2146061E-03,5666.556,4.5856293E-02
cdte-1200-280,cdte,1200,280,6666.663,6.3038035E-04,5935.345,5.4221332E-02
cdte-1200-30,cdte,1200,30,0.000000,0.000000,0.000000,0.000000
cdte-1200-330,cdte,1200,330,6666.592,2.0855514E-04,6083.268,4.6285968E-02
cdte-1200-380,cdte,1200,380,6667.043,5.7094656E-03,6169.612,3.7467517E-02
cdte-1200-430,cdte,1200,430,6666.873,3.1042374E-03,6229.080,4.5341082E-02
cdte-1200-480,cdte,1200,480,6666.640,0.000000,6270.878,4.6765219E-02
cdte-1200-530,cdte,1200,530,6666.952,3.2503831E-03,6305.714,2.2310242E-02
cdte-1200-580,cdte,1200,580,6666.748,1.5905014E-03,6328.626,2.2495532E-02
cdte-1200-630,cdte,1200,630,6666.639,0.000000,6345.739,2.1614358E-02
cdte-1200-680,cdte,1200,680,6666.848,3.1208859E-03,6364.536,3.0794110E-02
cdte-1200-730,cdte,1200,730,6666.809,2.9247217E-03,6378.405,3.1401809E-02
cdte-1200-780,cdte,1200,780,6666.877,3.0378131E-03,6391.258,3.4228560E-02
cdte-1200-80,cdte,1200,80,6666.644,7.7227177E-04,826.0339,0.2382396
cdte-1200-830,cdte,1200,830,6666.596,2.2334125E-04,6399.021,3.9033439E-02
cdte-1200-880,cdte,1200,880,6666.656,1.2685671E-04,6408.002,2.5425933E-02
cdte-1200-930,cdte,1200,930,6666.852,2.6787496E-03,6420.815,3.7975162E-02
cdte-1200-980,cdte,1200,980,6666.656,4.7380500E-04,6425.314,2.6104832E-02
cdte-1300-1030,cdte,1300,1030,6666.642,1.1856307E-04,6414.419,2.3627805E-02
cdte-1300-1080,cdte,1300,1080,6666.647,5.0151558E-04,6420.550,1.1604637E-02
cdte-1300-1130,cdte,1300,1130,6666.705,5.0921110E-04,6425.242,2.9779961E-02
cdte-1300-1180,cdte,1300,1180,6666.661,4.5034935E-04,6433.140,4.5555431E-02
cdte-1300-1230,cdte,1300,1230,6666.631,0.000000,6435.010,1.6362356E-02
cdte-1300-1280,cdte,1300,1280,6666.645,1.5897809E-04,6443.776,1.6475236E-02
cdte-1300-130,cdte,1300,130,6666.809,1.6109259E-03,3541.456,8.8309735E-02
cdte-1300-1330,cdte,1300,1330,6666.611,1.5291601E-04,6445.864,2.7815465E-02
cdte-1300-180,cdte,1300,180,6666.643,3.9861916E-04,4977.438,4.0337734E-02
cdte-1300-230,cdte,1300,230,6666.685,2.0894092E-04,5587.812,5.4275751E-02
cdte-1300-280,cdte,1300,280,6666.626,1.9984432E-04,5869.343,6.0849208E-03
cdte-1300-30,cdte,1300,30,0.000000,0.000000,0.000000,0.000000
cdte-1300-330,cdte,1300,330,6666.606,0.000000,6032.369,4.9997825E-02
cdte-1300-380,cdte,1300,380,6667.013,5.8368035E-03,6130.881,2.1928862E-02
cdte-1300-430,cdte,1300,430,6666.849,3.1690300E-03,6188.386,3.3594277E-02
cdte-1300-480,cdte,1300,480,6666.640,0.000000,6237.059,2.4314625E-02
cdte-1300-530,cdte,1300,530,6666.952,3.2503831E-03,6272.212,2.2548588E-02
cdte-1300-580,cdte,1300,580,6666.957,3.1967375E-03,6300.246,2.9238442E-02
cdte-1300-630,cdte,1300,630,6666.639,0.000000,6318.929,1.2226208E-02
cdte-1300-680,cdte,1300,680,6666.678,1.1220581E-03,6341.164,1.9661600E-02
cdte-1300-730,cdte,1300,730,6666.809,2.9247217E-03,6351.362,3.4472372E-02
cdte-1300-780,cdte,1300,780,6666.864,3.1037994E-03,6365.967,5.7632621E-02
cdte-1300-80,cdte,1300,80,6666.710,5.3011684E-04,693.6435,9.6408598E-02
cdte-1300-830,cdte,1300,830,6666.632,6.7748653E-04,6377.072,2.4223693E-02
cdte-1300-880,cdte,1300,880,6666.704,7.5908791E-04,6388.503,4.3148514E-02
cdte-1300-930,cdte,1300,930,6666.661,3.0010767E-04,6399.266,4.1144785E-02
cdte-1300-980,cdte,1300,980,6666.656,2.9069459E-04,6404.446,2.3432637E-02
cdte-1400-1030,cdte,1400,1030,6666.657,2.5728423E-04,6393.997,2.7821662E-02
cdte-1400-1080,cdte,1400,1080,6666.651,3.2534872E-04,6400.462,9.7788405E-03
cdte-1400-1130,cdte,1400,1130,6666.666,1.8938122E-04,6409.851,5.2581497E-02
cdte-1400-1180,cdte,1400,1180,6666.613,0.000000,6411.872,1.3987515E-02
cdte-1400-1230,cdte,1400,1230,6666.648,2.1368825E-04,6417.433,1.7988293E-02
cdte-1400-1280,cdte,1400,1280,6666.646,1.8602729E-04,6423.825,1.7867422E-02
cdte-1400-130,cdte,1400,130,6666.734,1.4099538E-03,3369.106,0.1352208
cdte-1400-1330,cdte,1400,1330,6666.615,1.6407765E-04,6426.699,1.5813004E-02
cdte-1400-180,cdte,1400,180,6666.669,4.6571140E-04,4864.955,5.9400626E-02
cdte-1400-230,cdte,1400,230,6666.659,1.4879392E-04,5502.209,6.1374117E-02
cdte-1400-280,cdte,1400,280,6666.646,3.3634418E-04,5812.576,5.3582765E-02
cdte-1400-30,cdte,1400,30,0.000000,0.000000,0.000000,0.000000
cdte-1400-330,cdte,1400,330,6666.606,0.000000,5980.799,4.4708438E-02
cdte-1400-380,cdte,1400,380,6666.803,1.6485059E-03,6090.392,2.9843947E-02
cdte-1400-430,cdte,1400,430,6666.823,3.0386024E-03,6151.046,4.0124163E-02
cdte-1400-480,cdte,1400,480,6666.693,8.1459276E-04,6204.452,4.8683755E-02
cdte-1400-530,cdte,1400,530,6666.745,1.9836801E-03,6243.876,1.6898852E-02
cdte-1400-580,cdte,1400,580,6666.854,3.1809038E-03,6269.732,1.5026977E-02
cdte-1400-630,cdte,1400,630,6666.639,0.000000,6294.285,3.6151722E-02
cdte-1400-680,cdte,1400,680,6666.705,9.9926954E-04,6311.433,5.7413295E-02
cdte-1400-730,cdte,1400,730,6666.823,3.1259358E-03,6327.772,3.5426904E-02
cdte-1400-780,cdte,1400,780,6666.864,3.6820858E-03,6338.121,6.6142894E-02
cdte-1400-80,cdte,1400,80,6666.706,7.5843738E-04,578.2765,0.2691818
cdte-1400-830,cdte,1400,830,6666.650,9.4803720E-04,6353.682,2.2666803E-02
cdte-1400-880,cdte,1400,880,6666.843,2.9241296E-03,6365.805,4.8791252E-02
cdte-1400-930,cdte,1400,930,6666.626,2.3021530E-04,6376.473,1.2403416E-02
cdte-1400-980,cdte,1400,980,6666.640,2.2418340E-04,6383.450,5.0627212E-03
cdte-1500-1030,cdte,1500,1030,6666.648,1.9491764E-04,6372.238,3.9814986E-02
cdte-1500-1080,cdte,1500,1080,6666.648,3.0731634E-04,6379.982,1.9798238E-02
cdte-1500-1130,cdte,1500,1130,6666.684,4.5013116E-04,6386.014,3.4068398E-02
cdte-1500-1180,cdte,1500,1180,6666.613,0.000000,6393.610,1.8280869E-02
cdte-1500-1230,cdte,1500,1230,6666.645,2.0882074E-04,6399.903,2.9314900E-02
cdte-1500-1280,cdte,1500,1280,6666.646,1.8602729E-04,6406.142,3.1564202E-02
cdte-1500-130,cdte,1500,130,6666.747,1.4008150E-03,3204.934,0.1696175
cdte-1500-1330,cdte,1500,1330,6666.616,1.5810934E-04,6410.571,3.0041885E-02
cdte-1500-180,cdte,1500,180,6666.666,5.3479266E-04,4751.300,8.8065378E-02
cdte-1500-230,cdte,1500,230,6666.668,1.5595197E-04,5431.318,6.4859331E-02
cdte-1500-280,cdte,1500,280,6666.651,4.2838079E-04,5752.679,4.3575391E-02
cdte-1500-30,cdte,1500,30,0.000000,0.000000,0.000000,0.000000
cdte-1500-330,cdte,1500,330,6666.613,1.3722034E-04,5932.955,5.3267173E-02
cdte-1500-380,cdte,1500,380,6667.178,7.2025200E-03,6045.684,4.8379399E-02
cdte-1500-430,cdte,1500,430,6666.819,3.2970412E-03,6113.426,2.4755595E-02
cdte-1500-480,cdte,1500,480,6666.884,3.0627062E-03,6169.232,2.3786321E-02
cdte-1500-530,cdte,1500,530,6666.744,1.9701978E-03,6211.959,2.5497248E-02
cdte-1500-580,cdte,1500,580,6666.830,3.0282903E-03,6238.596,2.1781744E-02
cdte-1500-630,cdte,1500,630,6666.640,0.000000,6265.888,4.2678490E-02
cdte-1500-680,cdte,1500,680,6666.900,3.1073410E-03,6283.564,4.7224980E-02
cdte-1500-730,cdte,1500,730,6666.823,3.1259358E-03,6303.688,3.0297257E-02
cdte-1500-780,cdte,1500,780,6666.880,3.6179416E-03,6313.125,4.6464309E-02
cdte-1500-80,cdte,1500,80,6666.678,3.2187116E-04,487.2365,0.4264687
cdte-1500-830,cdte,1500,830,6666.606,0.000000,6330.144,2.3795040E-02
cdte-1500-880,cdte,1500,880,6666.700,7.7224639E-04,6343.247,3.3422280E-02
cdte-1500-930,cdte,1500,930,6666.683,7.3983218E-04,6356.244,2.8685058E-02
cdte-1500-980,cdte,1500,980,6666.654,2.9027663E-04,6362.200,3.8014837E-02
cdte-1600-1030,cdte,1600,1030,6666.648,2.6682814E-04,6348.993,1.4921289E-02
cdte-1600-1080,cdte,1600,1080,6666.648,3.0731744E-04,6362.243,4.0663034E-02
cdte-1600-1130,cdte,1600,1130,6666.668,1.8375435E-04,6368.398,3.3531144E-02
cdte-1600-1180,cdte,1600,1180,6666.625,1.8032068E-04,6374.411,3.8601417E-02
cdte-1600-1230,cdte,1600,1230,6666.638,1.7196943E-04,6379.957,3.2632645E-02
cdte-1600-1280,cdte,1600,1280,6666.658,3.6033013E-04,6387.084,2.9065451E-02
cdte-1600-130,cdte,1600,130,6666.733,1.4612724E-03,3048.614,0.2394194
cdte-1600-1330,cdte,1600,1330,6666.602,2.1697402E-04,6391.838,4.7617257E-02
cdte-1600-180,cdte,1600,180,6666.631,2.2493537E-04,4646.998,8.6700112E-02
cdte-1600-230,cdte,1600,230,6666.648,6.2306097E-04,5359.036,3.0995006E-02
cdte-1600-280,cdte,1600,280,6666.609,3.4689388E-04,5696.067,3.7283566E-02
cdte-1600-30,cdte,1600,30,0.000000,0.000000,0.000000,0.000000
cdte-1600-330,cdte,1600,330,6666.591,2.0150364E-04,5880.956,5.5166434E-02
cdte-1600-380,cdte,1600,380,6666.804,1.6480351E-03,6000.593,6.6910848E-02
cdte-1600-430,cdte,1600,430,6666.829,3.3130166E-03,6080.621,4.1497614E-02
cdte-1600-480,cdte,1600,480,6666.828,3.2349566E-03,6132.613,1.1734502E-02
cdte-1600-530,cdte,1600,530,6666.821,3.1246713E-03,6177.451,2.7771935E-02
cdte-1600-580,cdte,1600,580,6666.841,3.2328735E-03,6208.174,2.8072799E-02
cdte-1600-630,cdte,1600,630,6666.640,0.000000,6234.882,1.9828686E-02
cdte-1600-680,cdte,1600,680,6666.906,3.0800377E-03,6256.277,3.6715303E-02
cdte-1600-730,cdte,1600,730,6666.614,0.000000,6277.461,1.5660970E-02
cdte-1600-780,cdte,1600,780,6666.892,3.0255488E-03,6289.984,4.0603921E-02
cdte-1600-80,cdte,1600,80,6666.713,5.4867961E-04,409.2570,0.3453121
cdte-1600-830,cdte,1600,830,6666.646,6.1180961E-04,6309.605,2.3820888E-02
cdte-1600-880,cdte,1600,880,6666.648,0.000000,6317.166,3.0046923E-02
cdte-1600-930,cdte,1600,930,6666.631,2.6751403E-04,6332.919,1.9557565E-02
cdte-1600-980,cdte,1600,980,6666.665,4.4981804E-04,6341.272,2.3940424E-02
cdte-1700-1030,cdte,1700,1030,6666.657,2.5671226E-04,6330.983,1.3883547E-02
cdte-1700-1080,cdte,1700,1080,6666.623,1.9535494E-04,6342.182,2.9057937E-02
cdte-1700-1130,cdte,1700,1130,6666.656,0.000000,6346.282,2.9078158E-02
cdte-1700-1180,cdte,1700,1180,6666.600,2.0019086E-04,6356.992,3.6544334E-02
cdte-1700-1230,cdte,1700,1230,6666.652,3.7243284E-04,6361.903,1.9857908E-02
cdte-1700-1280,cdte,1700,1280,6666.646,1.8602729E-04,6369.646,1.2209435E-02
cdte-1700-130,cdte,1700,130,6666.775,2.0230808E-03,2904.982,0.1701789
cdte-1700-1330,cdte,1700,1330,6666.610,1.5654202E-04,6377.180,3.8053911E-02
cdte-1700-180,cdte,1700,180,6666.658,5.0589332E-04,4543.930,0.1125723
cdte-1700-230,cdte,1700,230,6666.677,4.2296443E-04,5278.541,6.1641734E-02
cdte-1700-280,cdte,1700,280,6666.639,2.7046184E-04,5639.029,8.6786292E-02
cdte-1700-30,cdte,1700,30,0.000000,0.000000,0.000000,0.000000
cdte-1700-330,cdte,1700,330,6666.591,2.0150364E-04,5832.026,3.7268005E-02
cdte-1700-380,cdte,1700,380,6666.672,6.4017239E-04,5959.020,2.9067839E-02
cdte-1700-430,cdte,1700,430,6666.856,3.1937575E-03,6041.651,3.0813269E-02
cdte-1700-480,cdte,1700,480,6666.863,3.1106162E-03,6102.459,2.5241461E-02
cdte-1700-530,cdte,1700,530,6666.744,1.9701978E-03,6146.744,2.8168876E-02
cdte-1700-580,cdte,1700,580,6666.716,1.5635146E-03,6179.944,3.0738112E-02
cdte-1700-630,cdte,1700,630,6666.668,4.2818670E-04,6209.378,3.6953047E-02
cdte-1700-680,cdte,1700,680,6666.705,9.9926954E-04,6234.339,6.4804532E-02
cdte-1700-730,cdte,1700,730,6666.604,2.1261051E-04,6252.298,2.9570347E-02
cdte-1700-780,cdte,1700,780,6666.879,3.1031657E-03,6267.578,4.1648347E-02
cdte-1700-80,cdte,1700,80,6666.731,4.8002752E-04,342.2227,0.4647233
cdte-1700-830,cdte,1700,830,6666.606,0.000000,6283.842,8.7878350E-03
cdte-1700-880,cdte,1700,880,6666.682,5.1399181E-04,6300.710,3.1951305E-02
cdte-1700-930,cdte,1700,930,6666.622,2.0958405E-04,6314.108,2.7914807E-02
cdte-1700-980,cdte,1700,980,6666.634,0.000000,6318.702,2.7529860E-02
cdte-1800-1030,cdte,1800,1030,6666.634,1.2714427E-04,6311.080,2.4436610E-02
cdte-1800-1080,cdte,1800,1080,6666.610,0.000000,6321.807,2.3167918E-02
cdte-1800-1130,cdte,1800,1130,6666.688,3.2612894E-04,6327.193,1.4515317E-02
cdte-1800-1180,cdte,1800,1180,6666.625,1.8032068E-04,6338.337,3.7099551E-02
cdte-1800-1230,cdte,1800,1230,6666.641,1.9833655E-04,6342.342,2.7599249E-02
cdte-1800-1280,cdte,1800,1280,6666.633,0.000000,6354.701,2.5971761E-02
cdte-1800-130,cdte,1800,130,6666.698,1.7936435E-03,2767.585,0.2397601
cdte-1800-1330,cdte,1800,1330,6666.599,2.8766826E-04,6356.506,1.9115396E-02
cdte-1800-180,cdte,1800,180,6666.679,5.4700265E-04,4442.739,0.1134986
cdte-1800-230,cdte,1800,230,6666.647,4.6056020E-04,5204.021,0.1108897
cdte-1800-280,cdte,1800,280,6666.653,3.8740941E-04,5576.260,6.8092346E-02
cdte-1800-30,cdte,1800,30,0.000000,0.000000,0.000000,0.000000
cdte-1800-330,cdte,1800,330,6666.591,2.0150533E-04,5785.528,6.6108830E-02
cdte-1800-380,cdte,1800,380,6666.646,5.5455923E-04,5918.833,6.3301712E-02
cdte-1800-430,cdte,1800,430,6666.944,3.1814866E-03,6002.704,3.8907196E-02
cdte-1800-480,cdte,1800,480,6666.618,2.8635835E-04,6068.642,2.9068260E-02
cdte-1800-530,cdte,1800,530,6666.744,1.9701978E-03,6114.326,3.5964154E-02
cdte-1800-580,cdte,1800,580,6666.640,2.2740080E-04,6150.324,4.6984214E-02
cdte-1800-630,cdte,1800,630,6666.650,4.5363136E-04,6181.090,3.9695561E-02
cdte-1800-680,cdte,1800,680,6666.678,1.1659323E-03,6206.951,4.0146023E-02
cdte-1800-730,cdte,1800,730,6666.606,2.1023909E-04,6227.318,5.0108146E-02
cdte-1800-780,cdte,1800,780,6666.833,3.1706546E-03,6243.731,2.3750108E-02
cdte-1800-80,cdte,1800,80,6666.731,4.8002752E-04,286.8659,1.033488
cdte-1800-830,cdte,1800,830,6666.606,0.000000,6257.341,2.4318891E-02
cdte-1800-880,cdte,1800,880,6666.669,5.9663755E-04,6278.772,2.2820646E-02
cdte-1800-930,cdte,1800,930,6666.615,1.9525379E-04,6288.838,2.6681492E-02
cdte-1800-980,cdte,1800,980,6666.630,6.1751116E-04,6298.256,1.8365152E-02
cdte-1900-1030,cdte,1900,1030,6666.623,2.6708416E-04,6287.145,4.0565729E-02
cdte-1900-1080,cdte,1900,1080,6666.597,2.1102135E-04,6298.731,3.4510363E-02
cdte-1900-1130,cdte,1900,1130,6666.661,4.1548104E-04,6309.187,2.4046678E-02
cdte-1900-1180,cdte,1900,1180,6666.600,2.0019086E-04,6321.564,3.3761006E-02
